coordinates	refseqid	gene	circn	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr7:40027197-40041630	NM_003718	CDK13	hsa_circ_0001699	15	0	0	0	15	15	15	0	0	2	0	2	0	0	2	2
chr7:43508518-43540921	NM_015052	HECW1	hsa_circ_0079958	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr7:50737418-50800065	NM_001001550	GRB10	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:56049902-56065142	NM_001202469	NIPSNAP2	unknown	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr7:65419060-65469124	NM_173517	VKORC1L1	hsa_circ_0001711	9	0	0	0	9	9	9	0	0	9	0	9	0	0	9	9
chr7:91700218-91715000	NM_005751	AKAP9	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:91707009-91709466	NM_005751	AKAP9	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:92921014-92963509	NM_001257998	VPS50	hsa_circ_0081046	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr7:99045743-99048418	NM_001198879	ATP5MF-PTCD1	hsa_circ_0081354	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:101534833-101545539	NM_001270379	ANKRD46	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:109462051-109462721	NM_014673	EMC2	unknown	3	0	2	2	3	3	3	0	2	2	0	2	0	2	2	2
chr8:11666302-11683724	NM_004462	FDFT1	unknown	0	0	3	3	0	0	0	0	3	2	0	2	0	3	2	2
chr8:120768245-120803699	NM_003184	TAF2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:124346117-124351686	NM_014109	ATAD2	hsa_circ_0085460	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:125332326-125339662	NM_194291	TMEM65	hsa_circ_0085495	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:125987847-125990332	NM_152412	ZNF572	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:133790041-133844644	NM_198513	PHF20L1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:17123415-17143936	NM_001145152	VPS37A	unknown	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr8:30933688-31007971	NM_000553	WRN	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:41832221-41836295	NM_001099412	unkn	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:42207524-42218883	NM_002690	POLB	unknown	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr8:42317413-42323435	NM_001257180	SLC20A2	hsa_circ_0008015	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr8:61653817-61693989	NM_017780	CHD7	unknown	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chr8:71126137-71209035	NM_006540	NCOA2	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:95518727-95524317	NM_015496	VIRMA	hsa_circ_0084904	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:111812562-111855871	NM_032012	TMEM245	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:131731678-131743669	NM_015354	NUP188	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:138741982-138758382	NM_015447	CAMSAP1	hsa_circ_0089489	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:140637843-140657272	NM_001145527	EHMT1	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:17388159-17416187	NM_017738	CNTLN	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:33293677-33295425	NM_147134	NFX1	hsa_circ_0001844	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:37086664-37121125	NR_036592	EBLN3P	hsa_circ_0001859	9	0	0	0	9	9	9	0	0	8	0	8	0	0	8	8
chr9:79952170-79986065	NM_001018038	VPS13A	hsa_circ_0087255	5	0	0	0	5	5	5	0	0	3	0	3	0	0	3	3
chr9:96232610-96261168	NM_014612	FAM120A	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chrX:100381697-100403150	NM_006733	CENPI	hsa_circ_0091244	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chrX:110951818-110951912	NM_001099922	ALG13	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chrX:130877123-130928494	NR_026975	FIRRE	unknown	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chrX:14861781-14883702	NM_001018113	FANCB	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chrX:24197299-24197887	NM_001178086	ZFX	hsa_circ_0090132	0	0	5	5	0	0	0	0	5	2	0	2	0	5	2	2
chrX:3736482-3811392	NR_034031	unkn	unknown	3	0	4	4	3	3	3	0	4	7	0	7	0	4	7	7
chrX:76937011-76944417	NM_000489	ATRX	unknown	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr10:101689364-101691202	NM_015221	DNMBP	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:102019974-102021820	NM_018294	CWF19L1	hsa_circ_0006718	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:102703782-102710510	NM_001136123	SLF2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:103281395-103281627	NM_001256856	BTRC	hsa_circ_0019567	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:103281395-103285956	NM_001256856	BTRC	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:103281395-103298128	NM_001256856	BTRC	hsa_circ_0019569	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:103552595-103573363	NM_001142434	MGEA5	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:103734968-103773781	NM_024541	C10orf76	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:103783233-103785005	NM_024541	C10orf76	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:103789394-103793096	NM_024541	C10orf76	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:103902801-103904847	NM_015062	PPRC1	hsa_circ_0019682	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:104018685-104019873	NM_001199378	GBF1	hsa_circ_0019696	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:1041868-1053068	NM_012341	GTPBP4	unknown	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:104486368-104488286	NM_178858	SFXN2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:104569649-104569811	NM_001083913	WBP1L	hsa_circ_0019770	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:104632204-104632990	NR_037644	BORCS7-ASMT	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:104899162-104934739	NM_001134373	NT5C2	hsa_circ_0019787	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:105371337-105420872	NM_014631	SH3PXD2A	hsa_circ_0019869	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:105382226-105420872	NM_014631	SH3PXD2A	hsa_circ_0005620	0	0	10	10	0	0	0	0	10	0	0	0	0	10	0	0
chr10:105659819-105670380	NM_024928	STN1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:1102287-1118233	NM_014023	WDR37	unknown	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:111860382-111872673	NM_019903	ADD3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:111883774-111886261	NM_019903	ADD3	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:114338644-114340930	NM_145206	VTI1A	unknown	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:114799783-114849299	NM_001146274	TCF7L2	hsa_circ_0020050	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:114845805-114849299	NM_001146274	TCF7L2	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:114847178-114849299	NM_001146274	TCF7L2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:11567384-11639716	NM_001080491	USP6NL	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:116225456-116233715	NM_006720	ABLIM1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:116247716-116251637	NM_006720	ABLIM1	hsa_circ_0020072	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:116719484-116734144	NM_139169	TRUB1	hsa_circ_0020091	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:116879948-116925405	NM_001276282	ATRNL1	hsa_circ_0020094	5	0	6	6	5	5	5	0	6	0	0	0	0	6	0	0
chr10:116879948-116975638	NM_001276282	ATRNL1	unknown	2	0	4	4	2	2	2	0	4	0	0	0	0	4	0	0
chr10:116975454-117075246	NM_207303	ATRNL1	hsa_circ_0020095	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:117185759-117228839	NM_207303	ATRNL1	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:117221450-117228839	NM_207303	ATRNL1	unknown	2	0	11	11	2	2	2	0	11	0	0	0	0	11	0	0
chr10:117221450-117278834	NM_207303	ATRNL1	hsa_circ_0020097	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:117221484-117228839	NM_207303	ATRNL1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:120467003-120489922	NM_153810	CACUL1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:120907286-120917439	NM_213649	SFXN4	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:120920426-120921926	NM_213649	SFXN4	hsa_circ_0020165	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:121275020-121286936	NM_002925	RGS10	hsa_circ_0005516	2	0	7	7	2	2	2	0	7	0	0	0	0	7	0	0
chr10:12133511-12133683	NM_018706	DHTKD1	hsa_circ_0017739	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:121668552-121675401	NM_007190	SEC23IP	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:12277046-12280484	NM_006023	CDC123	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:123629520-123683844	NM_001001976	ATE1	hsa_circ_0020249	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:123661905-123683844	NM_001001976	ATE1	hsa_circ_0002850	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:123670420-123683844	NM_001001976	ATE1	hsa_circ_0003419	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:123718838-123721032	NM_001167865	NSMCE4A	hsa_circ_0020256	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:12515579-12518957	NM_020397	CAMK1D	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:125780771-125806240	NM_015892	CHST15	hsa_circ_0020304	5	0	10	10	5	5	5	0	10	0	0	0	0	10	0	0
chr10:125798030-125804435	NM_015892	CHST15	hsa_circ_0020306	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:125798030-125806260	NM_015892	CHST15	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:126097110-126100769	NM_000274	OAT	hsa_circ_0008898	0	0	8	8	0	0	0	0	8	0	0	0	0	8	0	0
chr10:126384726-126395456	NM_014661	FAM53B	hsa_circ_0008456	0	0	7	7	0	0	0	0	7	0	0	0	0	7	0	0
chr10:126463243-126478907	NM_212554	EEF1AKMT2	hsa_circ_0008969	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:126628942-126631876	NM_017580	ZRANB1	hsa_circ_0006545	0	0	6	6	0	0	0	0	6	0	0	0	0	6	0	0
chr10:126631025-126650977	NM_017580	ZRANB1	hsa_circ_0004451	0	0	9	9	0	0	0	0	9	0	0	0	0	9	0	0
chr10:126662213-126662967	NM_017580	ZRANB1	hsa_circ_0020340	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:126727565-126776888	NM_001329	CTBP2	hsa_circ_0003462	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:126799558-126811437	NM_001329	CTBP2	hsa_circ_0004875	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:12704152-12708809	NM_020397	CAMK1D	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:127431626-127442414	NM_001202438	EDRF1	hsa_circ_0020358	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:127437980-127442414	NM_001202438	EDRF1	hsa_circ_0008123	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:127495981-127505094	NM_000375	UROS	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:12833156-12858327	NM_020397	CAMK1D	hsa_circ_0017783	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:129859202-129864458	NM_006504	PTPRE	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:13040337-13049105	NM_031455	CCDC3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:131334504-131336707	NM_002412	MGMT	unknown	2	0	6	6	2	2	2	0	6	0	0	0	0	6	0	0
chr10:131383424-131402292	NM_002412	MGMT	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:13160887-13178897	NM_001008211	OPTN	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:13169744-13178897	NM_001008211	OPTN	hsa_circ_0007242	2	0	7	7	2	2	2	0	7	0	0	0	0	7	0	0
chr10:131877829-131902494	NR_034125	C10orf143	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:13214375-13225100	NM_018518	MCM10	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:133747961-133761295	NM_018461	PPP2R2D	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:134036144-134041632	NM_173575	STK32C	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:134058382-134059459	NM_173575	STK32C	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:134421418-134464009	NM_005539	INPP5A	hsa_circ_0020535	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:134421418-134511423	NM_005539	INPP5A	hsa_circ_0020537	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:134503895-134523960	NM_005539	INPP5A	hsa_circ_0020545	0	0	6	6	0	0	0	0	6	0	0	0	0	6	0	0
chr10:134503895-134540409	NM_005539	INPP5A	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:134521816-134523960	NM_005539	INPP5A	hsa_circ_0020547	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:135209216-135216277	NM_138384	MTG1	hsa_circ_0000271	5	0	12	12	5	5	5	0	12	0	0	0	0	12	0	0
chr10:14572330-14572514	NM_031453	FAM107B	unknown	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:14572330-14595386	NM_031453	FAM107B	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:14640968-14641848	NM_031453	FAM107B	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:14896123-14897942	NM_016299	HSPA14	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:14909081-14909908	NM_016299	HSPA14	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:14974852-14977563	NM_001033855	DCLRE1C	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:15290637-15296878	NM_001010924	FAM171A1	hsa_circ_0017834	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15561288-15617593	NM_003638	ITGA8	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15600072-15614368	NM_003638	ITGA8	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:15606361-15628663	NM_003638	ITGA8	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:15626609-15628663	NM_003638	ITGA8	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:15655658-15658558	NM_003638	ITGA8	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15831245-15863725	NM_024948	MINDY3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15858833-15885271	NM_024948	MINDY3	hsa_circ_0007671	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15875628-15885271	NM_024948	MINDY3	hsa_circ_0005825	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:17632151-17636382	NM_014241	HACD1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:21903759-21940697	NM_004641	MLLT10	hsa_circ_0017943	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:22171210-22209892	NM_022365	DNAJC1	hsa_circ_0002618	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:22193450-22209892	NM_022365	DNAJC1	hsa_circ_0004306	0	0	7	7	0	0	0	0	7	0	0	0	0	7	0	0
chr10:22193450-22218070	NM_022365	DNAJC1	unknown	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:225933-226068	NM_006624	ZMYND11	hsa_circ_0017358	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:22615359-22617627	NM_001204062	COMMD3-BMI1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:22880557-22898646	NM_005028	PIP4K2A	hsa_circ_0003583	0	0	8	8	0	0	0	0	8	0	0	0	0	8	0	0
chr10:22896855-22898646	NM_005028	PIP4K2A	hsa_circ_0003826	2	0	4	4	2	2	2	0	4	0	0	0	0	4	0	0
chr10:24669797-24673352	NM_001098500	KIAA1217	unknown	0	0	8	8	0	0	0	0	8	0	0	0	0	8	0	0
chr10:24918924-24924032	NM_020824	ARHGAP21	unknown	0	0	7	7	0	0	0	0	7	0	0	0	0	7	0	0
chr10:26285418-26315461	NM_017433	MYO3A	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:26789747-26800835	NM_019043	APBB1IP	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:26849033-26851358	NM_019043	APBB1IP	hsa_circ_0005382	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:26993605-26998697	NM_014317	PDSS1	hsa_circ_0008115	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:27356085-27368090	NM_001256053	ANKRD26	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:27406504-27410377	NM_001253866	YME1L1	hsa_circ_0006534	2	0	6	6	2	2	2	0	6	0	0	0	0	6	0	0
chr10:27423759-27425314	NM_001253866	YME1L1	hsa_circ_0018025	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:27431315-27434519	NM_001253866	YME1L1	hsa_circ_0005633	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:27447477-27448687	NM_001172303	MASTL	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:27458872-27462188	NM_001172303	MASTL	hsa_circ_0018038	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:30629154-30630569	NM_018109	MTPAP	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:31644072-31676727	NM_001174093	ZEB1	hsa_circ_0007045	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:31644075-31676727	NM_001174093	ZEB1	hsa_circ_0002765	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:31662050-31676727	NM_001174093	ZEB1	hsa_circ_0006300	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:31749965-31750166	NM_001174093	ZEB1	hsa_circ_0002140	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:3205916-3209234	NM_001242307	PITRM1	hsa_circ_0003022	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:32306070-32308887	NM_004521	KIF5B	hsa_circ_0007664	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:32308785-32310215	NM_004521	KIF5B	hsa_circ_0006408	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:32326181-32326535	NM_004521	KIF5B	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:32759991-32762951	NM_001026383	CCDC7	hsa_circ_0002351	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:32912646-32924086	NM_024688	unkn	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:34648074-34649187	NM_001184785	PARD3	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:34759012-34806087	NM_001184785	PARD3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:34796883-34806087	NM_001184785	PARD3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:34973295-34973656	NM_001184785	PARD3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:34978122-34985347	NM_001184785	PARD3	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:35772331-35805551	NM_181698	CCNY	hsa_circ_0018200	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:46120030-46122553	NM_001128324	ZFAND4	hsa_circ_0018280	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:46121398-46122553	NM_001128324	ZFAND4	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:46135263-46148507	NM_001128324	ZFAND4	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:49533939-49618211	NM_001278547	MAPK8	hsa_circ_0002144	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:49609654-49613024	NM_001278547	MAPK8	hsa_circ_0018315	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:50098623-50109908	NM_020945	WDFY4	unknown	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:51040848-51051678	NM_003631	PARG	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:566140-568799	NM_014974	DIP2C	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:5751492-5754881	NM_017782	FAM208B	hsa_circ_0002118	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:5751492-5759713	NM_017782	FAM208B	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:5762506-5766496	NM_017782	FAM208B	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:5768847-5773166	NM_017782	FAM208B	unknown	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:5772449-5773166	NM_017782	FAM208B	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:6001716-6002530	NM_001256765	IL15RA	hsa_circ_0007403	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:60123368-60124636	NM_001204880	UBE2D1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:64936056-64937616	NM_004241	unkn	hsa_circ_0018460	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:64952697-64953232	NM_004241	unkn	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70056022-70066660	NM_022129	PBLD	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70123346-70123870	NR_103475	RUFY2	unknown	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:70152894-70154208	NR_103475	RUFY2	hsa_circ_0000239	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70152894-70161494	NR_103475	RUFY2	unknown	4	0	2	2	4	4	4	0	2	0	0	0	0	2	0	0
chr10:70154084-70161494	NR_103475	RUFY2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70156536-70164601	NR_103475	RUFY2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70225423-70229920	NM_001080449	DNA2	hsa_circ_0005138	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70246900-70266495	NM_152707	SLC25A16	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70246906-70276600	NM_152707	SLC25A16	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70248223-70253327	NM_152707	SLC25A16	hsa_circ_0018533	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70252888-70253327	NM_152707	SLC25A16	hsa_circ_0018534	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70496632-70502326	NM_018237	CCAR1	hsa_circ_0018542	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70497601-70507323	NM_018237	CCAR1	hsa_circ_0018546	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70723046-70726959	NM_004728	DDX21	hsa_circ_0008523	0	0	8	8	0	0	0	0	8	0	0	0	0	8	0	0
chr10:70954943-70956839	NM_003171	SUPV3L1	hsa_circ_0018606	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:70958127-70962799	NM_003171	SUPV3L1	hsa_circ_0018611	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:71148952-71154861	NM_033497	HK1	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:71873900-71883853	NM_001198696	AIFM2	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:71968960-71978573	NM_021129	PPA1	unknown	2	0	2	2	2	2	2	0	2	0	0	0	0	2	0	0
chr10:7285519-7318951	NM_001018039	SFMBT2	hsa_circ_0017635	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:74322652-74326552	NR_031657	MIR1256	hsa_circ_0006628	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:74468040-74496329	NM_001270679	MCU	unknown	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:74474868-74479203	NM_001270679	MCU	unknown	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
